Question;Answer;Description
屋上;おくじょう;Atap Rumah/Bangunan(Bukan Genteng)
遅れる;おくれる;Terlambat
贈り物;おくりもの;Hadiah
送る;おくる;Mengirim/Memberi tumpangan
お祭り;おまつり;Festival
お見舞い;おみまい;Menjenguk Orang Sakit
お土産;おみやげ;Oleh-Oleh
思い出す;おもいだす;Teringat
表;おもて;Bagian Depan
お礼;おれい;Terima Kasih(Ucapan Terima kasih)
折れる;おれる;Patah(Tulang)
下りる;おりる;Turun(Dari Kereta/Bus)
折る;おる;Melipat/Mematahkan
押し入れ;おしいれ;Lemari Tembok Jepang
仰る;おっしゃる;Mengatakan
お宅;おたく;Rumah Anda
音;おと;Suara
落とす;おとす;Menjatuhkan
お釣り;おつり;Kembalian/Perbedaan Harga
夫;おっと;Suami (saya)
終わり;おわり;Akhir/Selesai
親;おや;Orang Tua
泳ぎ方;およぎかた;Cara Berenang
冷房;れいぼう;AC (Hanya Dingin)
歴史;れきし;Sejarah
連絡;れんらく;Menghubungi
利用;りよう;Penggunaan(Pemanfaatan)
理由;りゆう;Alasan
留守;るす;Absen(Tidak Hadir/Tidak Ada/Jauh)
旅館;りょかん;Penginapan Tradisional Jepang
両方;りょうほう;Keduanya
寂しい;さびしい;Kesepian/Sepi
下がる;さがる;"Turun(Bisa Demam; Motivasi)"
探す;さがす;Mencari
下げる;さげる;"Menurunkan(Nilai;Tekanan;Harga;Suhu)"
最後;さいご;Terakhir
最近;さいきん;Akhir-akhir Ini
最初;さいしょ;Pertama-tama/Dari Awal
坂;さか;Lereng/Turunan
盛ん;さかん;Populer/Makmur
昨夜;さくや;Tadi Malam(Mendekati Tengah Malam)
産業;さんぎょう;Industri (Logam)
再来月;さらいげつ;2 Bulan Yang Akan Datang
再来週;さらいしゅう;2 Minggu Yang Akan Datang
差し上げる;さしあげる;Memberi(Sopan)
騒ぐ;さわぐ;Berisik/Bising
触る;さわる;Menyentuh/Mengetuk
生物;せいぶつ;Makhluk Hidup(Bentuk Sopan dari ikimono)
政治;せいじ;Politik
生活;せいかつ;Kehidupan
生命;せいめい;Hidup Seseorang
生産;せいさん;Memproduksi
西洋;せいよう;Negara Barat
世界;せかい;Dunia
席;せき;Bangku/Kursi
線;せん;Garis
背中;せなか;Punggung
先輩;せんぱい;Senior
戦争;せんそう;Perang
説明;せつめい;Menjelaskan
社長;しゃちょう;Bos/Kepala Perusahaan
社会;しゃかい;Masyarakat
市;し;Kota
試合;しあい;Pertandingan
叱る;しかる;Marah(Ke Orang Lain)
仕方;しかた;Cara/Metode
試験;しけん;Ujian
島;しま;Pulau
市民;しみん;Penduduk Kota
品物;しなもの;Barang-Barang
新聞社;しんぶんしゃ;Perusahaan Surat Kabar
親切;しんせつ;Ramah/Baik Hati
失敗;しっぱい;Gagal
調べる;しらべる;"Memeriksa; Mengecek; Mencari (Kamus)"
知らせる;しらせる;Mengumumkan
下着;したぎ;Pakaian Dalam
食料品;しょくりょうひん;Bahan Makanan
小学校;しょうがっこう;Sekolah Dasar (SD)
生じる;しょうじる;Menimbulkan/Menyebabkan/Membuat
紹介;しょうかい;Memperkenalkan
将来;しょうらい;Masa Depan
小説;しょうせつ;Novel
趣味;しゅみ;Hobi
習慣;しゅうかん;Kebiasaan
祖母;そぼ;Nenek
育てる;そだてる;"Merawat;Mengurus (Makhluk Hidup)"
祖父;そふ;Kakek
卒業;そつぎょう;Lulus Sekolah
相談;そうだん;Berdiskusi/Bermusyawarah/Konsultasi
素晴らしい;すばらしい;Luar Biasa
滑る;すべる;Terpeleset/Tergelincir
凄い;すごい;Hebat/Luar Biasa
水道;すいどう;Persediaan Air
水泳;すいえい;Renang(Biasanya Untuk Olahraga)
空く;すく;Lapar
隅;すみ;Pojok(Ruang/Kertas)
済む;すむ;Selesai(Sama Dengan owaru)
砂;すな;Pasir
進む;すすむ;Maju
捨てる;すてる;Membuang
数学;すうがく;Matematika
正しい;ただしい;Benar/Betul
退院;たいいん;Keluar Rumah Sakit
台風;たいふう;Topan
大抵;たいてい;Biasanya
棚;たな;Rak
誕生;たんじょう;Kelahiran
楽しみ;たのしみ;Menantikan sesuatu
倒れる;たおねる;"Jatuh; Pingsan; Tumbang"
足りる;たりる;Cukup
足す;たす;Penambahan Angka/Sesuatu Misal Air
畳;たたみ;Lantai Tatami
建てる;たてる;Membangun
訪ねる;たずねる;Mengunjungi(Orang)
尋ねる;たずねる;Bertanya Ke Seseorang/Menkonfirmasi)
手袋;てぶくろ;Sarung Tangan
丁寧;ていねい;Sopan/Dengan baik-baik
適当;てきとう;Sesuai/Tepat
点;てん;Poin(Pendapat)
店員;てんいん;Pelayan Toko/Karyawan Toko
天気予報;てんきよほう;Ramalan Cuaca
展覧会;てんらんかい;Pameran
寺;てら;Kuil
手伝う;てつだう;Membantu(Dalam Pekerjaan)
途中;とちゅう;Dalam Proses/Perjalanan
届ける;とどける;Menyampaikan/Mengirim(Barang)
特急;とっきゅう;Kereta Lebih Cepat Dari Ekspres
床屋;とこや;Tukang Cukur
特別;とくべつ;Spesial
特に;とくに;Khususnya
泊まる;とまる;Menginap
止める;とめる;Menghentikan
遠く;とおく;Jarak Jauh
通る;とおる;Melewati(Tempat)
取り替える;とりかえる;"Mengganti(Dengan Barang Sama; misalnya mengganti sprei)"
到頭;とうとう;"Akhirnya; Setelah Semuanya"
続ける;つづける;Melanjutkan
続く;つづく;Berlanjut/Kelangsungan
都合;つごう;Kenyamanan
捕まえる;つかまえる;Menangkap
漬ける;つける;Merendam/Mengasinkan(Makanan)
月;つき;Bulan
付く;つく;Menempel
妻;つま;Istri (saya)
連れる;つれる;Mengajak Pergi
釣る;つる;Memancing
伝える;つたえる;Menyampaikan(Pesan/Kalimat)
包む;つつむ;Membungkus
腕;うで;Lengan
植える;うえる;Menanam
動く;うごく;Bergerak
伺う;うかがう;Bolehkah/Bertanya/Mendengar
受ける;うける;Ikutan/Menerima
受付;うけつけ;Meja Informasi/Penerimaan
生まれ;うまれ;Lahir
運転手;うんてんしゅ;Supir
裏;うら;"Bagian Belakang(Misal mise no ura; toko bagian belakang)"
嬉しい;うれしい;Senang
売り場;うりば;Tempat Penjualan
嘘;うそ;Bohong
打つ;うつ;Menyerang/Memukul/Mengetik
美しい;うつくしい;Cantik
移る;うつる;Pindah Tempat
写す;うつす;Menyalin/Memotret
別れる;わかれる;Berpisah(Hubungan/Keluarga)
沸かす;わかす;Memanaskan(Air)/Mendidihkan
沸く;わく;Mendidih
笑う;わらう;Tersenyum/Tertawa
割れる;われる;Memecah
割合;わりあい;"Rasio; Persentase; Kadar"
忘れ物;わすれもの;Barang Hilang/Kelupaan
焼ける;やける;Membakar/Memanggang(intransitive tidak butuh object)
焼く;やく;Membakar/Memanggang(transitive butuh object)
役に立つ;やくにたつ;Sangat Membantu/Berguna
約束;やくそく;Janji
止む;やみ;"Berhenti(Secara Natural; misal Hujan)"
優しい;やさしい;Baik Hati
痩せる;やせる;Menjadi Kurus
柔らかい;やわらかい;Lembut
汚れる;よごれる;Menjadi Kotor
喜ぶ;よろこぶ;Berbahagia/Senang
寄る;よる;Mampir
予習;よしゅう;Persiapan (untuk pelajaran)
予定;よてい;Rencana
用;よう;Tujuan/Untuk/Keinginan
用意;ようい;Mempersiapkan
用事;ようじ;Acara/Keperluan/Janjian
予約;よやく;Reservasi/Pesan Tempat
湯/お湯;ゆ/おゆ;Air Panas
指;ゆび;Jari/Jemari
指輪;ゆびわ;Cincin
夢;ゆめ;Mimpi
揺れる;ゆれる;Bergoyang
残念;ざんねん;Disayangkan/Sayang Sekali
全然;ぜんぜん;Sama sekali
父親;ちちおや;Ayah
母親;ははおや;Ibu
叔父;おじ;Om/Paman
叔母;おば;Tante/Bibi
孫;まご;Cucu
後輩;こうはい;Junior
国民;こくみん;Warga Negara
顔;かお;Wajah
口髭;くちひげ;Kumis Atas
顎髭;あごひげ;Jenggot
胸;むね;Dada
腰;こし;Pinggang
お尻;おしり;Pantat
骨;ほね;Tulang
同僚;どうりょう;Partner/Rekan Kerja
駅員;えきいん;Pegawai Stasiun
会社員;かいしゃいん;Pegawai Perusahaan
銀行員;ぎんこういん;Pegawai Bank
運転者;うんてんしゃ;Supir
歌手;かしゅ;Penyanyi
面接;めんせつ;Interview
履歴書;りれきしょ;CV/Resume
書類;しょるい;Dokumen
給料;きゅうりょう;Gaji
出張;しゅっちょう;Perjalanan Dinas
玉ねぎ;たまねぎ;Bawang Bombay
人参;にんじん;Wortel
茄子;なす;Terong
朝食;ちょうしょく;Makan Pagi
昼食;ちゅうしょく;Makan Siang
夕食;ゆうしょく;Makan Malam
和食;わしょく;Makanan Jepang
洋食;ようしょく;Makanan Barat
救急車;きゅうきゅうしゃ;Ambulans
消防車;しょうぼうしゃ;Mobil Damkar
新幹線;しんかんせん;Shinkansen
普通電車;ふつうでんしゃ;Kereta Biasa
急行電車;きゅうこうでんしゃ;Kereta Ekspres
特急電車;とっきゅうでんしゃ;Kereta Lebih Ekspres
信号;しんごう;Lampu Lalu Lintas
道路;どうろ;Jalan Raya
交通渋滞;こうつうじゅうたい;Kemacetan Lalu Lintas
工事中;こうじちゅう;Dalam Pembangunan
和服;わふく;Pakai Ala Jepang
北東;ほくとう;Timur Laut
北西;ほくせい;Barat Laut
南東/東南;なんとう/とうなん;Tenggara
南西;なんせい;Barat Daya
北アメリカ;きたアメリカ;Amerika Utara
南アメリカ;みなみアメリカ;Amerika Selatan
日本;にほん;Jepang
韓国;かんこく;Korea Selatan
中国;ちゅうごく;China
銀色;ぎんいろ;Perak (warna)
咳;せき;Batuk
太陽;たいよう;Matahari
梅雨;つゆ;Musim Hujan
野球;やきゅう;Baseball
卓球;たっきゅう;Pingpong
子犬;こいぬ;Anak Anjing
子猫;こねこ;Anak Kucing
結婚式;けっこんしき;Upacara Pernikahan
運動会;うんどうかい;Pekan Olahraga/Acara Olahraga
花火大会;はなびたいかい;Acara/Festival Kembang Api
編む;あむ;Merajut
嘘つく;うそつく;Berbohong
お世話になる;おせわになる;Merepotkan/Dirawat (ketika masuk kerja/sekolah)
落ち込む;おちこむ;Frustasi (dalam waktu lama)
下ろす;おろす;Menurunkan
描く;かく;Menggambar
風邪を引く;かぜをひく;Masuk Angin
頑張る;がんばる;Bersemangat
気がつく/気づく;きがつく/きづく;Tersadar
蹴る;ける;Menendang
誘う;さそう;Mengundang/Mengajak
助かる;たすかる;Tertolong
楽しむ;たのしむ;Menikmati
捕まる;つかまる;Tertangkap
付き合う;つきあう;Berhubungan/Pacaran
連れて行く;つれていく;Mengajak Pergi
直す;なおす;Memperbaiki
殴る;なぐる;Mukul/Nonjok (kekerasan)
道に迷う;みちにまよう;Nyasar di jalan
迎えに行く;むかえにいく;Menjemput
訳す;やくす;Menerjemahkan
焼くに立つ;やくにたつ;Bermanfaat
汚す;よごす;Mengotori
諦める;あきらめる;Menyerah
虐める;いじめる;Menindas/Bully
着替える;きがえる;Ganti Pakaian
気を付ける;きをつける;Berhati-hati
信じる;しんじる;Percaya
助ける;たすける;Menolong
務める;つとめる;"Bertugas; Bekerja"
乗り遅れる;のりおくれる;Telat naik/ketinggalan kereta
思い;おもい;Berat
心配する;しんぱいする;Merasa khawatir
尊敬する;そんけいする;Menghormati
出席する;しゅっせきする;Menghadiri
輸入する;ゆにゅうする;Mengimpor
輸出する;ゆしゅつする;Mengekspor
運転する;うんてんする;Mengemudi
支度する;したくする;Mempersiapkan
確認する;かくにんする;"Memastikan; Mengkonfirmasi"
注文する;ちゅうもんする;Memesan
合格する/受かる;ごうかくする/うかる;Lulus (Passed)
感動する;かんどうする;Terkesan
離婚する;りこんする;Bercerai
迎えに来る;むかえにくる;Datang untuk menjemput
化粧する;けしょうする;Berdandan
我慢する;がまんする;Bersabar
世話をする;せわをする;Merawat/Menjaga
緊張する;きんちょうする;Grogi
留学する;りゅうがくする;Sekolah ke luar negeri
気持ちがいい;きもちがいい;"Enak perasaan; Seger"
頭がいい;あたまがいい;"Pintar; Cerdas"
羨ましい;うらやましい;"Membuat iri; iri"
気分が悪い;きぶんがわるい;Ga enak badan
都合が悪い;つごうがわるい;Ada halangan
真面目な;まじめな;Rajin
必要な;ひつような;"Perlu; Penting"
幸せな;しあわせな;Bahagia
駄目な;だめな;"Tidak bagus; jelek; tidak boleh"
貧乏な;びんぼうな;Miskin
楽な;らくな;"Mudah; Santai"
意地悪な;いじわるな;Jahat
無駄な;むだな;"Sia-sia; Percuma"
熱心な;ねっしんな;"Ulet; Tekun"
失礼な;しつれいな;Tidak Sopan
退学する;たいがくする;Berhenti sekolah (DO/Pengunduran diri)
報告する;ほうこくする;Melaporkan
研究者;けんきゅうしゃ;Peneliti
婚約する;こにゃくする;Bertunangan
再婚する;さいこんする;Menikah lagi
お年寄り;おとしより;Lansia
製品/新製品;せいひん/しんせいひん;Produk/Produk Baru
暗記力;あんきりょく;Kemampuan Menghafal
準急電車;じゅんきゅうでんしゃ;Kereta Semi Ekspress
見行;けんぎょう;Mengunjungi
体育館;たいいくかん;Gymnasium (Hall Olahraga)
係りの人;かかりの人;Petugas/Orang yang bertanggung jawab
濃い;こい;Gelap
出発;しゅっぱつ;Keberangkatan
黒板;こくばん;Papan Tulis
司会;しかい;Moderator
見学;けんがく;Mengunjungi (Kelas)
見学会;けんがくかい;Wisata(Kelas)
帰国;きこく;Pulang Ke Negara Asal
支配;しはい;"Dikontrol; Didominasi; Dikoordinasi"
音楽会;おんがっかい;Konsert/Festival Musik
専門;せんもん;Keahlian/Spesialisasi
資料;しりょう;Dokumen/Materi
遅刻;ちこく;Ketinggalan Waktu
料金;りょうきん;Biaya
向上;こうじょう;Peningkatan
温度;おんど;Suhu
毎度;まいど;Untuk semuanya(Misal terima kasih untuk semuanya)
四角;しかく;Persegi
順番;じゅんばん;Urutan
数;かず;"Jumlah(Angka; misal jumlah yang dibutuhkan)"
研究会;けんきゅうかい;Belajar Kelompok
頃;ころ/ごろ;Sekitar waktu itu
種類;しゅるい;Jenis(misal ada 2 jenis kertas kado), kategori
小包;こずつみ;Paket/Parsel
最も;もっとも;Paling(misal paling banyak)
中止;ちゅうし;Membatalkan
干す;ほす;Mengeringkan/Menjemur(Pakaian)
配る;くばる;Mendistribusikan
伸ばす;のばす;Peregangan/Strecth/Pemanasan
電車賃;でんしゃちん;Tarif Kereta
往復;おうふく;Pulang Pergi
片道;かたみち;One Way
記録用;きろくよう;Untuk merekam
提出;ていしゅつ;Penyerahan(Submission)
洗面所;せんめんじょ;Semacam wastafel Jepang
婦人もの;ふじんもの;Barang Wanita(Misal di mall)
紳士もの;しんしもの;Barang Pria(Misal dI mall)
向け;むけ;Untuk(Misal lantai ini untuk pakaian anak muda)
